country_name,indicator_name,sex,age_group,age_categories,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
SOLOMON ISLANDS,unemployment rate by sex and age,male,25+,adults,0.581,0.587,0.587,0.577,0.572,0.597,0.824,0.868,1.176,1.186,1.159
NAMIBIA,nan,male,NAN,adults,12.334,14.947,17.904,18.02,17.905,,19.382,19.534,18.314,17.929,17.703
croatia,unemployment rate by sex and age,female,UNDER 15,children,18.268,16.905,13.791,11.914,9.347,7.168,7.581,8.023,7.912,7.158,7.097
honduras,unemployment rate by sex and age,female,UNDER 15,children,9.419,9.008,9.068,8.058,7.215,7.782,,10.785,9.526,9.282,9.192
tunisia,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,17.925,19.655,,20.216,20.612,23.174,24.609,24.742,24.396,24.335,24.255
"tanzania, united republic of",UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,3.053,2.911,2.827,2.745,2.69,2.642,2.823,2.851,2.622,2.625,2.631
nan,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,17.02,17.242,17.148,17.468,17.675,17.858,19.613,19.362,17.754,17.258,17.049
nicaragua,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,children,5.622,5.449,291.2396381903166,3.489,5.261,5.522,6.116,6.181,5.09,4.878,4.8
SRI LANKA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,3.385,4.561,3.841,3.881,4.046,4.609,4.888,5.063,6.386,6.751,253.06001403432947
SAUDI ARABIA,unemployment rate by sex and age,female,NAN,adults,17.61,18.336,18.83,17.942,17.404,18.124,18.398,,,13.399,
TAJIKISTAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,CHILDREN,6.831,6.136,5.441,5.437,5.433,5.43,5.655,5.836,5.511,5.425,5.503
SOUTH AFRICA,unemployment rate by sex and age,FEMALE,under 15,children,24.249,,,25.689,25.884,,25.584,30.272,30.515,30.511,30.779
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,nan,1.411,1.401,1.45,1.511,1.569,1.603,,2.03,1.667,1.609,1.61
uzbekistan,unemployment rate by sex and age,male,25+,adults,3.929,4.057,4.144,4.803,4.127,3.417,,3.499,2.731,2.61,2.594
poland,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,ADULTS,7.097,,5.046,4.006,3.193,2.48,,2.752,2.279,2.168,2.017
TOGO,NAN,male,25+,ADULTS,2.367,2.49,3.018,3.614,3.654,3.679,4.186,4.48,3.767,3.65,
CHANNEL ISLANDS,nan,MALE,nan,CHILDREN,8.272,7.803,7.279,,6.136,6.012,6.518,6.453,5.761,5.67,5.697
niger,unemployment rate by sex and age,female,15-24,youth,0.403,0.413,,0.415,0.41,0.41,0.501,0.806,0.417,0.389,0.352
switzerland,unemployment rate by sex and age,MALE,25+,nan,4.105,4.06,4.285,4.06,3.809,,4.08,,3.617,3.198,3.184
INDONESIA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,16.53,17.342,16.113,14.37,16.543,13.275,14.355,,13.617,12.935,12.766
MONGOLIA,unemployment rate by sex and age,FEMALE,15-24,youth,12.527,13.756,21.134,21.488,,,16.973,20.288,,12.326,12.877
RUSSIAN FEDERATION,unemployment rate by sex and age,male,under 15,CHILDREN,5.48,5.817,5.758,5.36,4.913,4.655,5.643,4.647,3.777,3.094,3.121
cabo verde,UNEMPLOYMENT RATE BY SEX AND AGE,male,NAN,adults,7.929,8.085,8.171,8.285,10.393,10.452,12.911,12.536,11.015,10.731,10.612
nan,UNEMPLOYMENT RATE BY SEX AND AGE,female,under 15,CHILDREN,13.597,13.433,14.183,14.467,14.219,13.81,15.39,,13.484,13.072,12.863
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,4.326,3.822,3.632,3.214,2.994,2.704,3.088,3.699,2.932,3.392,3.809
"korea, republic of",UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,CHILDREN,233.23047477058756,3.596,3.729,3.776,3.917,3.873,3.888,3.563,2.726,2.644,2.805
kenya,unemployment rate by sex and age,male,15-24,youth,7.335,7.364,7.378,,10.281,11.672,10.697,7.936,8.075,8.446,8.644
FRANCE,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,YOUTH,24.067,24.103,24.956,21.815,20.104,18.867,20.688,19.329,16.121,14.147,14.312
belarus,unemployment rate by sex and age,MALE,under 15,children,7.503,7.504,7.495,7.253,5.943,,4.79,4.737,4.238,4.12,4.081
cuba,unemployment rate by sex and age,NAN,15-24,YOUTH,6.583,,4.624,,3.882,,3.288,3.116,2.59,,2.315
singapore,unemployment rate by sex and age,male,25+,adults,3.209,,3.545,3.749,3.189,2.71,3.603,4.168,3.203,2.891,3.146
guinea-bissau,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,2.46,2.36,2.325,2.267,2.329,2.355,2.54,2.761,2.375,2.285,2.245
BELIZE,unemployment rate by sex and age,female,UNDER 15,CHILDREN,14.069,11.09,11.181,9.85,11.984,13.905,16.036,15.244,13.268,12.675,12.435
NAN,unemployment rate by sex and age,female,25+,NAN,5.112,3.774,4.408,,4.523,4.6,6.942,,4.705,4.491,4.325
TOGO,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,1.662,1.678,2.212,2.765,,2.787,2.982,3.199,2.858,2.761,2.722
liberia,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,,2.167,2.386,2.374,,2.378,3.013,3.081,2.362,2.223,2.169
brunei darussalam,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,NAN,4.65,5.389,,6.883,6.635,495.5104718529904,5.588,4.249,,3.849,3.818
nan,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,youth,7.679,8.005,8.515,9.102,9.343,10.329,,8.911,9.199,9.437,9.602
ARMENIA,UNEMPLOYMENT RATE BY SEX AND AGE,male,nan,CHILDREN,,13.612,14.091,14.543,15.003,14.112,15.022,,11.305,10.848,10.694
UGANDA,unemployment rate by sex and age,male,15-24,YOUTH,2.96,3.707,,5.312,4.799,,4.759,3.951,3.498,,3.526
nan,unemployment rate by sex and age,nan,under 15,NAN,,11.552,12.789,14.017,14.706,15.418,16.783,295.40519255507814,26.746,,30.956
SOUTH SUDAN,NAN,MALE,25+,adults,7.902,7.811,8.359,8.534,8.283,7.907,9.067,9.034,,7.062,6.844
GERMANY,unemployment rate by sex and age,MALE,15-24,YOUTH,8.323,7.861,7.836,7.611,,,7.526,7.437,6.34,6.649,6.975
JORDAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,11.086,12.369,14.492,20.895,18.015,17.606,433.4241205489025,20.299,19.443,19.466,19.484
PUERTO RICO,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,nan,24.213,,20.402,,15.867,14.402,14.849,13.514,10.601,10.931,10.687
"CONGO, DEMOCRATIC REPUBLIC OF THE",unemployment rate by sex and age,FEMALE,UNDER 15,nan,3.562,3.569,3.659,,3.769,,,4.385,3.778,3.619,3.583
russian federation,unemployment rate by sex and age,FEMALE,25+,NAN,4.031,4.401,4.492,,3.968,3.656,4.792,4.068,3.333,2.693,2.648
saudi arabia,unemployment rate by sex and age,female,under 15,children,22.409,22.186,,21.613,21.102,,21.032,17.425,15.65,14.958,14.792
LIBERIA,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,nan,YOUTH,1.881,2.133,,418.26368667504937,2.386,2.389,2.865,2.966,,2.209,
BOSNIA AND HERZEGOVINA,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,youth,65.74,67.615,59.135,51.238,45.831,,43.152,40.96,,36.195,34.572
MOROCCO,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,9.496,9.13,8.835,9.243,9.294,9.239,11.44,,9.558,9.349,9.233
burundi,nan,female,25+,adults,0.906,0.929,,0.871,0.844,0.819,0.842,0.948,0.646,164.64265165954762,0.588
papua new guinea,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,5.877,5.86,5.846,5.975,6.065,6.084,6.772,,6.148,6.05,5.937
RWANDA,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,children,12.637,12.623,12.567,12.65,,12.078,12.904,17.466,,16.458,16.34
gabon,nan,NAN,15-24,YOUTH,,30.883,31.206,31.55,31.829,,33.867,33.089,32.013,31.403,31.088
"VENEZUELA, BOLIVARIAN REPUBLIC OF",UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,12.219,11.288,10.29,10.827,10.801,10.669,12.087,11.677,9.634,10.36,9.399
french polynesia,unemployment rate by sex and age,female,25+,adults,7.913,7.865,,,8.057,8.166,433.4241205489025,8.965,465.9260602831068,8.531,8.473
"iran, islamic republic of",unemployment rate by sex and age,female,UNDER 15,children,19.858,19.599,20.862,19.95,18.996,17.58,15.693,16.029,15.46,15.355,15.292
china,nan,MALE,25+,nan,4.167,4.233,,4.132,4.064,4.264,4.61,,4.324,4.142,
NETHERLANDS,unemployment rate by sex and age,MALE,UNDER 15,NAN,7.139,,5.573,4.477,3.718,3.399,3.703,3.95,3.265,3.288,
madagascar,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,YOUTH,2.299,,2.926,2.929,2.939,2.946,,3.568,3.139,3.015,2.956
slovenia,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,nan,youth,21.429,,,,9.601,9.172,16.064,14.41,12.005,8.172,7.371
togo,unemployment rate by sex and age,female,15-24,YOUTH,3.995,4.554,5.742,7.002,7.06,7.106,8.131,295.40519255507814,7.248,7.001,
new zealand,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,youth,14.755,13.853,13.645,13.372,11.015,11.493,12.627,295.40519255507814,9.057,10.487,11.53
SYRIAN ARAB REPUBLIC,unemployment rate by sex and age,FEMALE,NAN,nan,26.867,26.158,25.535,25.222,25.029,24.783,27.242,26.885,25.674,25.288,24.987
AZERBAIJAN,unemployment rate by sex and age,MALE,25+,ADULTS,2.872,2.976,3.08,418.26368667504937,3.169,3.382,5.121,295.40519255507814,3.783,3.728,3.744
sudan,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,nan,adults,26.555,25.507,25.458,25.709,26.011,26.401,28.33,,26.634,30.3,30.532
uzbekistan,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,CHILDREN,4.875,4.928,4.932,5.563,478.69225733239847,6.246,7.681,,,6.372,
japan,unemployment rate by sex and age,FEMALE,15-24,YOUTH,5.621,5.071,4.499,4.394,,3.744,4.079,4.161,3.738,3.946,3.943
AUSTRIA,unemployment rate by sex and age,female,15-24,YOUTH,10.079,10.178,10.372,8.894,9.467,7.934,9.082,12.362,10.317,10.783,11.554
BOTSWANA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,17.549,18.189,18.783,19.266,19.275,495.5104718529904,,21.594,21.477,,21.928
south africa,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,20.674,,22.534,22.584,22.99,,22.987,27.442,27.61,27.334,27.594
ethiopia,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,ADULTS,1.224,,1.276,1.313,1.383,1.428,2.225,2.208,1.765,1.724,1.71
MONTENEGRO,unemployment rate by sex and age,MALE,15-24,youth,,40.202,37.151,30.853,33.742,26.066,33.891,40.896,29.186,28.206,27.29
hungary,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,children,7.915,7.038,5.105,4.577,3.99,3.497,4.482,4.243,,3.993,4.046
bhutan,unemployment rate by sex and age,female,25+,adults,2.471,1.52,1.905,2.297,2.695,1.967,3.654,4.0,4.964,,5.44
kuwait,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,1.099,0.682,0.553,0.57,0.575,0.593,1.385,1.086,0.593,164.64265165954762,0.496
NAN,unemployment rate by sex and age,male,25+,ADULTS,0.98,1.848,1.088,1.82,2.542,2.665,4.617,3.921,3.515,164.64265165954762,3.547
LUXEMBOURG,unemployment rate by sex and age,FEMALE,NAN,ADULTS,4.982,6.545,5.621,4.902,5.367,4.669,5.851,4.741,3.566,3.962,3.925
GERMANY,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,CHILDREN,5.281,545.1892685873537,4.45,4.128,3.79,495.5104718529904,4.225,3.99,465.9260602831068,3.209,253.06001403432947
nan,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,9.962,10.197,10.395,10.467,10.507,10.736,12.905,12.514,12.103,11.977,11.843
greece,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,47.591,45.281,44.268,38.97,36.461,32.581,30.02,30.932,25.045,21.858,19.8
azerbaijan,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,CHILDREN,4.004,4.073,4.118,4.103,4.06,4.262,6.097,5.121,4.792,4.766,4.836
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,CHILDREN,7.749,,6.514,5.257,3.958,3.359,3.953,4.5,3.804,3.769,3.67
TUNISIA,nan,male,nan,ADULTS,7.722,9.379,9.332,9.354,9.542,10.662,11.962,11.916,11.337,11.218,11.108
THAILAND,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,2.64,2.574,3.103,3.717,3.727,3.466,4.744,4.851,3.897,4.071,3.939
NETHERLANDS,unemployment rate by sex and age,male,25+,ADULTS,6.248,5.701,4.572,3.708,478.69225733239847,2.713,2.758,2.912,2.534,2.33,2.344
MALAYSIA,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,children,2.671,2.921,3.136,3.15,3.091,3.171,4.451,3.991,,3.479,3.456
japan,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,3.146,2.898,2.667,2.471,2.136,495.5104718529904,2.373,,2.245,2.305,2.44
algeria,UNEMPLOYMENT RATE BY SEX AND AGE,nan,15-24,YOUTH,22.742,27.05,22.346,26.877,27.36,27.767,31.682,30.337,,27.825,27.461
mali,unemployment rate by sex and age,female,15-24,youth,2.163,2.048,2.003,2.078,2.155,4.325,7.577,3.975,4.268,,4.677
"CONGO, DEMOCRATIC REPUBLIC OF THE",UNEMPLOYMENT RATE BY SEX AND AGE,MALE,NAN,YOUTH,10.628,10.648,10.848,11.05,11.113,,12.843,12.354,11.171,10.688,10.585
SENEGAL,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,8.138,6.842,4.222,3.337,3.626,2.33,2.596,2.66,2.486,2.446,2.388
GUINEA-BISSAU,unemployment rate by sex and age,MALE,15-24,YOUTH,4.078,3.99,3.958,3.904,3.96,3.981,4.504,,3.981,3.807,253.06001403432947
united kingdom,NAN,MALE,under 15,CHILDREN,6.362,5.454,4.922,4.429,4.052,3.924,4.759,5.039,3.871,4.523,5.086
egypt,unemployment rate by sex and age,female,UNDER 15,CHILDREN,,24.711,23.547,22.863,21.378,21.343,17.646,15.932,13.042,13.434,13.842
PUERTO RICO,unemployment rate by sex and age,MALE,25+,ADULTS,13.56,11.851,,10.701,9.139,8.232,,7.937,5.998,,6.038
montenegro,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,CHILDREN,18.24,17.307,,,15.124,15.683,18.372,15.849,14.711,14.077,13.733
tunisia,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,CHILDREN,11.457,12.39,12.365,12.379,12.495,,,15.079,14.304,,
united arab emirates,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,children,1.433,1.274,1.132,1.412,,1.5,3.905,2.316,2.268,2.155,2.069
georgia,unemployment rate by sex and age,male,UNDER 15,children,19.93,18.731,19.994,14.991,13.939,12.813,13.07,13.184,12.949,13.015,13.256
"venezuela, bolivarian republic of",unemployment rate by sex and age,FEMALE,NAN,YOUTH,19.856,17.32,14.58,,15.833,15.905,18.321,17.472,14.292,14.933,14.202
botswana,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,ADULTS,12.367,13.025,13.669,14.247,,15.123,15.89,16.832,18.294,17.951,17.602
belgium,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,YOUTH,22.316,20.047,18.13,,,12.31,15.121,16.162,14.47,10.609,10.439
"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",unemployment rate by sex and age,FEMALE,25+,ADULTS,1.989,2.013,2.034,2.006,1.966,,433.4241205489025,2.324,2.276,2.235,2.211
comoros,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,9.768,9.748,9.68,9.49,9.275,9.232,10.378,9.796,9.805,,9.987
south africa,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,41.031,38.311,39.47,38.899,39.891,43.911,433.4241205489025,45.637,46.288,46.57,46.855
united states virgin islands,nan,FEMALE,15-24,NAN,36.089,34.604,36.906,35.513,35.779,35.582,46.489,41.874,35.338,34.655,33.904
nan,unemployment rate by sex and age,male,15-24,YOUTH,,41.599,41.637,41.833,42.103,42.855,46.905,45.5,44.082,42.399,41.283
LIBYA,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,16.131,16.412,16.161,15.736,15.606,15.729,433.4241205489025,16.438,15.932,15.042,14.564
mongolia,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,CHILDREN,,,,6.967,5.833,6.031,433.4241205489025,8.102,6.933,6.136,5.824
SOMALIA,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,children,16.407,15.953,15.859,16.031,16.274,16.308,17.082,17.348,16.694,16.62,16.565
LIBYA,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,42.326,,42.48,41.705,41.472,,43.964,42.889,41.97,40.358,39.407
TONGA,unemployment rate by sex and age,female,15-24,youth,9.841,10.421,10.721,11.222,11.827,,14.102,9.724,10.958,11.016,10.985
"hong kong, china",unemployment rate by sex and age,male,15-24,YOUTH,10.439,11.4,10.998,9.179,9.957,10.511,17.413,15.143,,11.582,11.569
turkey,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,9.756,10.167,,,11.219,13.221,11.71,11.803,11.073,10.29,10.526
SENEGAL,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,7.698,7.392,6.176,6.464,4.77,2.858,3.293,3.223,2.955,2.943,2.89
ECUADOR,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,7.529,7.233,8.022,,6.463,6.861,,7.012,6.698,6.179,253.06001403432947
viet nam,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,4.712,6.197,6.793,7.016,4.635,5.651,5.539,6.779,5.884,,6.261
botswana,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,17.549,18.189,18.783,19.266,19.275,19.828,,21.594,21.477,,21.928
uganda,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,4.029,,5.142,5.835,5.695,5.539,6.906,6.516,5.759,5.503,5.375
nan,unemployment rate by sex and age,MALE,15-24,youth,34.574,30.182,29.524,26.807,22.618,20.336,21.03,18.332,15.011,15.418,15.016
french polynesia,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,7.129,7.054,7.037,7.057,7.117,7.185,8.227,8.051,7.568,7.466,7.383
cuba,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,15-24,youth,6.583,,4.624,,3.882,,3.288,3.116,2.59,,2.315
NAN,nan,FEMALE,15-24,youth,44.194,42.903,42.895,,43.747,44.288,49.63,47.878,44.718,,48.882
zambia,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,5.39,5.782,6.115,6.476,4.183,4.338,,4.448,3.998,3.917,3.901
SOUTH AFRICA,NAN,male,25+,ADULTS,17.863,18.206,19.46,19.925,,,21.217,25.298,24.776,23.701,23.88
nan,unemployment rate by sex and age,NAN,NAN,YOUTH,17.814,17.685,18.501,18.816,,18.024,20.46,19.801,17.461,16.915,16.666
mauritania,unemployment rate by sex and age,male,25+,ADULTS,,,,7.842,6.814,5.637,6.127,6.254,5.892,5.765,5.655
NEPAL,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,CHILDREN,12.131,,12.087,12.062,12.042,12.021,14.408,,12.492,12.498,12.456
angola,unemployment rate by sex and age,FEMALE,15-24,YOUTH,35.356,34.368,33.342,32.167,30.859,29.378,30.112,27.502,,25.478,25.462
JAPAN,nan,FEMALE,under 15,CHILDREN,3.372,3.093,2.836,2.646,2.235,,2.532,2.553,2.381,2.457,2.579
NAN,unemployment rate by sex and age,MALE,25+,ADULTS,0.707,1.105,1.068,1.101,0.687,1.071,1.18,1.881,,1.136,1.223
bahrain,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,CHILDREN,233.23047477058756,0.447,,0.472,0.474,0.484,0.874,0.713,,0.513,0.494
NAN,unemployment rate by sex and age,female,25+,adults,4.404,,4.469,4.614,478.69225733239847,4.359,4.588,4.847,4.178,3.763,3.783
germany,unemployment rate by sex and age,FEMALE,15-24,YOUTH,7.039,6.46,6.095,5.776,5.11,4.767,6.671,6.544,,5.219,5.472
costa rica,unemployment rate by sex and age,FEMALE,15-24,YOUTH,29.622,26.6,28.011,25.724,31.565,36.008,49.392,295.40519255507814,36.78,27.583,25.007
nepal,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,CHILDREN,9.881,9.86,9.845,9.824,9.807,,,11.728,9.979,10.04,9.99
CENTRAL AFRICAN REPUBLIC,unemployment rate by sex and age,MALE,25+,adults,3.406,3.555,3.626,3.681,3.667,3.706,4.08,4.18,3.849,3.788,3.737
new zealand,unemployment rate by sex and age,female,under 15,CHILDREN,6.126,5.908,5.523,5.24,4.503,4.419,4.986,3.89,3.536,3.929,
CHAD,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,ADULTS,,0.894,1.019,1.144,,1.051,2.034,1.68,1.097,0.994,0.946
portugal,unemployment rate by sex and age,MALE,under 15,CHILDREN,13.492,12.162,,,,5.794,6.543,6.262,5.541,6.054,5.982
uganda,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,1.37,1.568,1.761,2.068,1.956,1.831,2.595,2.368,1.895,164.64265165954762,1.753
BARBADOS,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,28.574,27.973,24.655,26.567,24.119,29.615,34.198,,30.434,28.507,27.327
CZECHIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,NAN,CHILDREN,7.394,6.083,4.668,3.579,2.817,2.387,2.951,3.421,2.757,2.992,2.969
"congo, democratic republic of the",unemployment rate by sex and age,female,15-24,youth,6.467,6.479,6.594,,6.745,6.727,7.987,,6.827,6.529,6.491
BOSNIA AND HERZEGOVINA,unemployment rate by sex and age,FEMALE,25+,adults,27.499,26.651,27.331,20.396,17.864,,,16.234,13.891,12.987,12.519
PALESTINIAN TERRITORIES,unemployment rate by sex and age,MALE,under 15,children,19.144,20.083,20.448,21.375,22.271,21.195,22.335,22.224,20.186,,
malta,NAN,FEMALE,NAN,ADULTS,4.135,4.542,,3.299,2.946,3.414,4.031,2.708,2.3,,
HAITI,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,adults,11.692,11.673,11.873,11.914,,12.299,13.398,13.747,13.197,13.321,13.208
china,unemployment rate by sex and age,female,UNDER 15,children,4.018,4.036,3.959,3.882,3.744,3.962,4.344,,4.328,4.312,4.308
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,16.15,,20.597,21.213,23.223,24.498,29.932,28.99,23.94,,24.174
CUBA,unemployment rate by sex and age,female,UNDER 15,CHILDREN,3.14,2.584,2.185,,1.826,1.2,,1.528,1.252,1.176,1.109
SAINT LUCIA,NAN,MALE,under 15,children,19.978,19.148,18.055,,17.592,13.837,18.751,17.757,14.175,14.121,14.549
LITHUANIA,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,CHILDREN,12.175,545.1892685873537,9.083,8.471,6.884,,9.271,7.606,6.432,6.736,6.683
MALAWI,UNEMPLOYMENT RATE BY SEX AND AGE,nan,15-24,youth,6.423,6.397,6.46,6.498,6.424,,7.255,7.122,6.435,6.295,
YEMEN,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,23.468,31.789,32.549,,32.035,31.823,34.093,33.75,32.447,32.297,32.221
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,nan,adults,5.284,4.893,4.352,4.421,3.817,3.891,4.178,4.049,3.371,3.671,3.626
georgia,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,children,14.48,13.936,12.578,12.724,11.245,10.169,10.226,10.375,10.266,,10.519
turkmenistan,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,adults,4.176,,4.459,4.654,4.725,4.76,5.366,5.271,4.857,4.826,4.926
DOMINICAN REPUBLIC,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,4.868,5.508,5.052,4.336,3.724,,,4.435,3.376,3.766,3.626
LEBANON,unemployment rate by sex and age,MALE,25+,ADULTS,5.151,5.527,5.895,6.224,6.526,6.916,8.634,8.215,7.244,7.16,6.956
italy,unemployment rate by sex and age,MALE,25+,ADULTS,9.828,9.479,9.208,,8.405,7.878,7.166,7.421,6.105,5.877,6.051
AFGHANISTAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,6.463,6.879,7.301,7.728,7.833,7.961,8.732,9.199,11.357,164.64265165954762,13.087
niger,unemployment rate by sex and age,FEMALE,UNDER 15,children,,0.453,0.45,0.458,0.444,0.442,0.492,0.852,0.463,0.43,0.388
BOTSWANA,unemployment rate by sex and age,MALE,under 15,nan,15.945,16.565,17.168,17.692,17.798,18.422,19.578,20.37,21.451,21.423,21.259
nan,unemployment rate by sex and age,male,25+,adults,11.873,10.81,9.68,7.29,5.469,,5.479,5.159,465.9260602831068,5.005,4.98
NORTH MACEDONIA,unemployment rate by sex and age,MALE,25+,ADULTS,25.026,24.413,22.332,20.376,18.792,14.849,,15.006,14.439,12.456,11.359
malawi,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,NAN,ADULTS,5.333,5.307,5.388,5.438,5.387,5.295,5.941,6.115,5.526,5.422,5.381
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,children,9.021,9.941,8.206,9.858,,10.126,11.773,11.446,10.283,10.004,9.875
EL SALVADOR,unemployment rate by sex and age,female,UNDER 15,CHILDREN,3.132,3.471,3.847,4.006,478.69225733239847,,5.423,,3.307,3.048,
GREECE,NAN,female,15-24,youth,233.23047477058756,55.132,50.732,418.26368667504937,44.472,37.335,38.538,,39.092,29.63,26.671
chad,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,0.583,0.624,0.695,,0.786,0.735,1.049,1.155,465.9260602831068,0.704,0.671
"iran, islamic republic of",UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,adults,15.838,15.917,17.317,16.419,16.095,14.884,13.498,13.66,13.407,164.64265165954762,13.206
mauritania,unemployment rate by sex and age,MALE,15-24,nan,15.934,,18.023,418.26368667504937,19.57,20.065,21.749,21.491,20.796,20.483,20.255
FIJI,unemployment rate by sex and age,female,UNDER 15,NAN,5.129,5.3,5.552,5.556,5.566,5.612,5.956,6.084,5.847,164.64265165954762,5.392
argentina,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,25+,ADULTS,,6.394,6.724,6.846,7.931,8.138,9.424,7.546,5.944,5.899,5.728
